EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Denominación;Estado Elemento Inventario;Plan de autoprotección ;Descripción Elemento Inventario;"	Número de vías que contiene el túnel ";Longitud (m);Identificador Antecesores;Id. Raíz;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
13113;Reus - VIA;TU - Dosaigues 5 - 210 - 563,764;2400;MIRAFLORES-REUS, U;563,764;563,893;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Dosaigues 5;En Servicio/Mantenible;Sí;Dosaigues 5;1;129,;TU - Dosaigues 5 - 210 - 563,764;107095090;107095090;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
14113;Martorell - VIA;TU - FT Ventanales - 240 - 39,38;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;39,38;39,826;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;FT Ventanales;En Servicio/Mantenible;No;FT Ventanales;1;446,;TU - FT Ventanales - 240 - 39,38;1610633;1610633;022400020;L ARBOÇ-VILAFRANCA DEL PENEDES                                                                                                  ;36,516;48,278
13114;Mora La Nova- VIA;TU - Marsa-Falset - 210 - 553,23;2400;MIRAFLORES-REUS, U;553,23;553,28;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Marsa-Falset;En Servicio/Mantenible;No;Marsa-Falset;1;50,;TU - Marsa-Falset - 210 - 553,23;107094780;107094780;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
12108;Caspe - VIA;TU - Sol de Horta - 210 - 482,82;2400;MIRAFLORES-REUS, U;482,82;484,022;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Sol de Horta;En Servicio/Mantenible;Sí;Sol de Horta;1;1202,;TU - Sol de Horta - 210 - 482,82;107094850;107094850;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12104;Calatayud - VIA;TU - de Bubierca - 200 - 223,913;200010;S. FERNANDO-MIRAFLORES, I (G1);223,913;224,05;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Bubierca;En Servicio/Mantenible;Sí;de Bubierca;2;137,;TU - de Bubierca - 200 - 223,913;107095283;107095283;022000180;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
14116;Vic - VIA;TU - de Fontmiolsa - 222 - 45,84;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;45,84;46,018;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;de Fontmiolsa;En Servicio/Mantenible;No;de Fontmolsa;1;177,9;TU - de Fontmiolsa - 222 - 45,84;107094889;107094889;022220040;LA GARRIGA-VIC                                                                                                                  ;37,677;68,667
14113;Martorell - VIA;TU - de Martorell - 240 - 72,072;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;72,072;73,137;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;de Martorell;En Servicio/Mantenible;Sí;de Martorell;3;1065,;TU - de Martorell - 240 - 72,072;107095545;107095545;022400060;AGUJA KM. 71,185-MARTORELL CENTRAL                                                                                              ;71,185;73,191
13121;Lleida - VIA;TU - de Santamas - 220 - 287,194;2700;LERIDA-MANRESA, U;287,194;287,623;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Santamas;En Servicio/Mantenible;No;de Santamas;1;402,;TU - de Santamas - 220 - 287,194;107094560;107094560;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13121;Lleida - VIA;TU - de Segur  1 - 220 - 257,766;2700;LERIDA-MANRESA, U;257,766;258,026;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Segur  1;En Servicio/Mantenible;No;de Segur  1;1;161,;TU - de Segur  1 - 220 - 257,766;107095555;107095555;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13121;Lleida - VIA;TU - de Segur  2 - 220 - 259,485;2700;LERIDA-MANRESA, U;259,485;259,643;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Segur  2;En Servicio/Mantenible;No;de Segur  2;1;158,;TU - de Segur  2 - 220 - 259,485;107095556;107095556;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14114;Manresa - VIA;TU - de Talladas - 220 - 314,041;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;314,041;314,203;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Talladas;En Servicio/Mantenible;No;de Talladas;1;171,;TU - de Talladas - 220 - 314,041;107095564;107095564;022200060;SANT VICENÇ DE CASTELLET-TERRASSA ESTACIÓ DEL NORD                                                                              ;309,628;333,74
13121;Lleida - VIA;TU - de Villadis - 220 - 287,935;2700;LERIDA-MANRESA, U;287,935;288,022;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Villadis;En Servicio/Mantenible;No;de Villadis;1;87,;TU - de Villadis - 220 - 287,935;107094559;107094559;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14114;Manresa - VIA;TU - de la Bauma - 220 - 314,436;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;314,436;314,592;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de la Bauma;En Servicio/Mantenible;No;de la Bauma;1;136,;TU - de la Bauma - 220 - 314,436;107094557;107094557;022200060;SANT VICENÇ DE CASTELLET-TERRASSA ESTACIÓ DEL NORD                                                                              ;309,628;333,74
12105;Ricla-La Almunia - VIA;TU - del Arapiel - 200 - 278,152;200010;S. FERNANDO-MIRAFLORES, I (G1);278,152;278,296;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;del Arapiel;En Servicio/Mantenible;No;del Arapiel;1;144,;TU - del Arapiel - 200 - 278,152;107095205;107095205;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
12104;Calatayud - VIA;TU - del Castillo - 200 - 219,01;200010;S. FERNANDO-MIRAFLORES, I (G1);219,01;219,048;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;del Castillo;En Servicio/Mantenible;No;del Castillo;2;38,;TU - del Castillo - 200 - 219,01;107094838;107094838;022000180;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
14119;Granollers Centre- VIA;TU - nº 8 Sanata - 270 - 151,698;200071;BIF. AIGUES -PORT BOU-CERBERE,I;151,698;151,796;270;2 ;CERBERE - BIF. ARAGO;nº 8 Sanata;En Servicio/Mantenible;No;nº 8 Sanata;2;98,;TU - nº 8 Sanata - 270 - 151,698;107095547;107095547;022700070;GRANOLLERS-CENTRE-SANT CELONI                                                                                                   ;135,305;157,131
13121;Lleida - VIA;TU - Artificial 2 - 220 - 275,335;2700;LERIDA-MANRESA, U;275,335;275,422;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Artificial 2;En Servicio/Mantenible;No;Artificial 2;1;94,;TU - Artificial 2 - 220 - 275,335;107095558;107095558;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13114;Mora La Nova- VIA;TU - Artificial 72 - 210 - 556,21;2400;MIRAFLORES-REUS, U;556,21;556,62;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Artificial 72;En Servicio/Mantenible;Sí;Artificial;3;410,;TU - Artificial 72 - 210 - 556,21;107094907;107094907;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
12108;Caspe - VIA;TU - Artificial-1 - 210 - 488,253;2400;MIRAFLORES-REUS, U;488,253;488,46;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Artificial-1;En Servicio/Mantenible;No;Artificial-1;1;207,;TU - Artificial-1 - 210 - 488,253;107095245;107095245;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
14113;Martorell - VIA;TU - Castellbisbal - 240 - 74,532;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;74,532;75,403;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;Castellbisbal;En Servicio/Mantenible;No;Castellbisbal;2;871,;TU - Castellbisbal - 240 - 74,532;107094535;107094535;022400070;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;73,191;76,837
12106;Zaragoza - VIA;TU - Encinacorba 1 - 610 - 56,313;2300;CAMINREAL-BIF. TERUEL, U;56,313;56,417;610;2 ;BIF. TERUEL - SAGUNT;Encinacorba 1;En Servicio/Mantenible;No;Encinacorba 1;1;104,;TU - Encinacorba 1 - 610 - 56,313;107095604;107095604;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12106;Zaragoza - VIA;TU - Encinacorba 2 - 610 - 58,729;2300;CAMINREAL-BIF. TERUEL, U;58,729;58,806;610;2 ;BIF. TERUEL - SAGUNT;Encinacorba 2;En Servicio/Mantenible;No;Encinacorba 2;1;76,;TU - Encinacorba 2 - 610 - 58,729;107095162;107095162;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12106;Zaragoza - VIA;TU - Encinacorba 3 - 610 - 60,414;2300;CAMINREAL-BIF. TERUEL, U;60,414;60,745;610;2 ;BIF. TERUEL - SAGUNT;Encinacorba 3;En Servicio/Mantenible;No;Encinacorba 3;1;329,;TU - Encinacorba 3 - 610 - 60,414;107094713;107094713;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12106;Zaragoza - VIA;TU - Encinacorba 4 - 610 - 62,873;2300;CAMINREAL-BIF. TERUEL, U;62,873;63,042;610;2 ;BIF. TERUEL - SAGUNT;Encinacorba 4;En Servicio/Mantenible;No;Encinacorba 4;1;169,;TU - Encinacorba 4 - 610 - 62,873;107094712;107094712;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12108;Caspe - VIA;TU - Entrada Fabera - 210 - 469,9;2400;MIRAFLORES-REUS, U;469,9;470,109;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Entrada Fabera;En Servicio/Mantenible;No;Entrada Fabera;1;209,;TU - Entrada Fabera - 210 - 469,9;107094848;107094848;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
13121;Lleida - VIA;TU - FT bajo C-233 - 200 - 23,095;200030;LERIDA-LA PLANA PICAMOIXONS, U;23,095;23,165;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;FT bajo C-233;En Servicio/Mantenible;No;FT bajo C-233;1;70,;TU - FT bajo C-233 - 200 - 23,095;1498606;1498606;022000430;PUIGVERD DE LLEIDA-ARTESA-VINAIXA                                                                                               ;11,619;40,429
12108;Caspe - VIA;TU - Los Guardias - 210 - 475,912;2400;MIRAFLORES-REUS, U;475,912;476,034;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Los Guardias;En Servicio/Mantenible;No;Los Guardias;1;122,;TU - Los Guardias - 210 - 475,912;107095293;107095293;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12108;Caspe - VIA;TU - Los Pajaritos - 210 - 449,65;2400;MIRAFLORES-REUS, U;449,65;450,006;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Los Pajaritos;En Servicio/Mantenible;No;Los Pajaritos;1;356,;TU - Los Pajaritos - 210 - 449,65;107095291;107095291;022100080;ESCATRON-CASPE                                                                                                                  ;430,355;453,043
12106;Zaragoza - VIA;TU - Puerto Alto 1 - 610 - 52,501;2300;CAMINREAL-BIF. TERUEL, U;52,501;53,376;610;2 ;BIF. TERUEL - SAGUNT;Puerto Alto 1;En Servicio/Mantenible;No;Puerto Alto 1;1;1075,;TU - Puerto Alto 1 - 610 - 52,501;107095603;107095603;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12106;Zaragoza - VIA;TU - Puerto Alto 2 - 610 - 54,043;2300;CAMINREAL-BIF. TERUEL, U;54,043;54,203;610;2 ;BIF. TERUEL - SAGUNT;Puerto Alto 2;En Servicio/Mantenible;No;Puerto Alto 2;1;160,;TU - Puerto Alto 2 - 610 - 54,043;107095099;107095099;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12106;Zaragoza - VIA;TU - Puerto Alto 3 - 610 - 54,741;2300;CAMINREAL-BIF. TERUEL, U;54,741;54,802;610;2 ;BIF. TERUEL - SAGUNT;Puerto Alto 3;En Servicio/Mantenible;No;Puerto Alto 3;1;60,;TU - Puerto Alto 3 - 610 - 54,741;107094642;107094642;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
12106;Zaragoza - VIA;TU - Puerto Alto 4 - 610 - 55,828;2300;CAMINREAL-BIF. TERUEL, U;55,828;55,988;610;2 ;BIF. TERUEL - SAGUNT;Puerto Alto 4;En Servicio/Mantenible;No;Puerto Alto 4;1;160,;TU - Puerto Alto 4 - 610 - 55,828;107094641;107094641;026100040;CARIÑENA-BADULES (APD)                                                                                                          ;38,328;70,702
13121;Lleida - VIA;TU - Santa Linya 1 - 893 - 45,582;2600;PK. 1,927 - LA POBLA DE SEGUR, U;45,582;46,261;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Santa Linya 1;En Servicio/No Mantenible;No;Santa Linya 1;1;679,;TU - Santa Linya 1 - 893 - 45,582;107094811;107094811;;;;
13121;Lleida - VIA;TU - Santa Linya 2 - 893 - 46,295;2600;PK. 1,927 - LA POBLA DE SEGUR, U;46,295;46,432;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Santa Linya 2;En Servicio/No Mantenible;No;Santa Linya 2;1;137,;TU - Santa Linya 2 - 893 - 46,295;107094628;107094628;;;;
13121;Lleida - VIA;TU - Santa Linya 3 - 893 - 46,643;2600;PK. 1,927 - LA POBLA DE SEGUR, U;46,643;46,757;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Santa Linya 3;En Servicio/No Mantenible;No;Santa Linya 3;1;114,;TU - Santa Linya 3 - 893 - 46,643;107095183;107095183;;;;
13121;Lleida - VIA;TU - Santa Linya 4 - 893 - 47,453;2600;PK. 1,927 - LA POBLA DE SEGUR, U;47,453;47,958;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Santa Linya 4;En Servicio/No Mantenible;No;Santa Linya 4;1;505,;TU - Santa Linya 4 - 893 - 47,453;107094812;107094812;;;;
13121;Lleida - VIA;TU - Santa Linya 6 - 893 - 48,582;2600;PK. 1,927 - LA POBLA DE SEGUR, U;48,582;48,84;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Santa Linya 6;En Servicio/No Mantenible;No;Santa Linya 6;1;258,;TU - Santa Linya 6 - 893 - 48,582;107095285;107095285;;;;
12108;Caspe - VIA;TU - Túnel 48 Bis - 210 - 490,775;2400;MIRAFLORES-REUS, U;490,775;493,769;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Túnel 48 Bis;En Servicio/Mantenible;Sí;Túnel 48 Bis;1;2994,;TU - Túnel 48 Bis - 210 - 490,775;107094857;107094857;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
12108;Caspe - VIA;TU - Túnel 48 Tri - 210 - 493,895;2400;MIRAFLORES-REUS, U;493,895;497,636;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Túnel 48 Tri;En Servicio/Mantenible;Sí;Túnel 48 Tri ;1;3741,;TU - Túnel 48 Tri - 210 - 493,895;107094775;107094775;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
13121;Lleida - VIA;TU - de San Pedro - 220 - 276,486;2700;LERIDA-MANRESA, U;276,486;276,693;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de San Pedro;En Servicio/Mantenible;No;de San Pedro;1;203,;TU - de San Pedro - 220 - 276,486;107095559;107095559;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14113;Martorell - VIA;TU - de la Granada - 240 - 52,315;3110;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, II;52,315;52,361;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;de la Granada;En Servicio/Mantenible;No;de la Granada;2;46,;TU - de la Granada - 240 - 52,315;107095544;107095544;022400030;VILAFRANCA DEL PENEDES-SANT SADURNI D ANOIA                                                                                     ;48,278;60,057
13112;S. Vicenç de Calders - VIA;TU - de la Isidori - 200 - 18,059;200040;LA PLANA PICAMOIXONS-RODA DE BARA, U;18,059;18,271;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Isidori;En Servicio/Mantenible;No;de la Isidori;1;212,;TU - de la Isidori - 200 - 18,059;107095367;107095367;022000460;VALLS-RODA DE BARA                                                                                                              ;6,716;29,05
12104;Calatayud - VIA;TU - de la Romera - 200 - 226,896;200010;S. FERNANDO-MIRAFLORES, I (G1);226,896;227,167;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Romera;En Servicio/Mantenible;No;de la Romera;2;271,;TU - de la Romera - 200 - 226,896;107094840;107094840;022000180;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
13112;S. Vicenç de Calders - VIA;TU - de las Forcas - 200 - 14,327;200040;LA PLANA PICAMOIXONS-RODA DE BARA, U;14,327;14,351;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de las Forcas;En Servicio/Mantenible;No;de las Forcas;1;24,;TU - de las Forcas - 200 - 14,327;107095327;107095327;022000460;VALLS-RODA DE BARA                                                                                                              ;6,716;29,05
14117;Ripoll - VIA;TU - nº 3 del Desvio - 222 - 8,17;3610;RIPOLL-LA TOUR DE CAROL, U;8,17;8,273;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 3 del Desvio;En Servicio/Mantenible;No;nº 3 del Desvio;1;103,;TU - nº 3 del Desvio - 222 - 8,17;107095306;107095306;022220070;RIPOLL-RIBES DE FRESER                                                                                                          ;0,;13,45
14113;Martorell - VIA;TU - Baricentro nº6 - 246 - 14,865;3150;AG. 11 CASTELLBISBAL AG. LLOBREGAT -  BIF. NUDO MOLLET ,I (ANCHO MIXTO);14,865;15,986;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;Baricentro nº6;En Servicio/Mantenible;Sí;Baricentro nº 6;2;1121,;TU - Baricentro nº6 - 246 - 14,865;107094957;107094957;022460025;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;13,475;21,744
12105;Ricla-La Almunia - VIA;TU - El Estrechuelo - 200 - 276,35;200010;S. FERNANDO-MIRAFLORES, I (G1);276,35;277,076;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;El Estrechuelo;En Servicio/Mantenible;No;El Estrechuelo;1;726,;TU - El Estrechuelo - 200 - 276,35;107094769;107094769;022000200;MORATA DE JALON-RICLA-LA ALMUNIA                                                                                                ;272,252;280,448
14119;Granollers Centre- VIA;TU - FT bajo LAV050 - 270 - 150,34;200071;BIF. AIGUES -PORT BOU-CERBERE,I;150,34;150,495;270;2 ;CERBERE - BIF. ARAGO;FT bajo LAV050;En Servicio/Mantenible;No;FT bajo LAV 050;1;155,;TU - FT bajo LAV050 - 270 - 150,34;1610645;1610645;022700070;GRANOLLERS-CENTRE-SANT CELONI                                                                                                   ;135,305;157,131
14117;Ripoll - VIA;TU - Nº 2 del Carburo - 222 - 7,68;3610;RIPOLL-LA TOUR DE CAROL, U;7,68;7,836;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;Nº 2 del Carburo;En Servicio/Mantenible;No;Nº 2 del Carburo;1;156,;TU - Nº 2 del Carburo - 222 - 7,68;107095307;107095307;022220070;RIPOLL-RIBES DE FRESER                                                                                                          ;0,;13,45
12111;Huesca - VIA;TU - Peña Meseguera - 204 - 43,184;2510;HOYA DE HUESCA-JACA, U;43,184;43,354;204;2 ;BIF. CANFRANC - CANFRANC;Peña Meseguera;En Servicio/Mantenible;No;Peña Meseguera;1;170,;TU - Peña Meseguera - 204 - 43,184;107095316;107095316;022040030;AYERBE-SANTA MARIA Y LA PEÑA                                                                                                    ;34,96;53,594
14118;Mataro - VIA;TU - Punta de Cabra - 276 - 46,293;3400;MATARO-MATARO-MASSANET, I;46,293;46,447;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;Punta de Cabra;En Servicio/Mantenible;No;Punta de Cabra;1;154,;TU - Punta de Cabra - 276 - 46,293;107095577;107095577;022760120;CALELLA - ARENYS DE MAR                                                                                                         ;38,131;48,724
12108;Caspe - VIA;TU - Salida Fabera - 210 - 471,065;2400;MIRAFLORES-REUS, U;471,065;471,451;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Salida Fabera;En Servicio/Mantenible;No;Salida Fabera;1;386,;TU - Salida Fabera - 210 - 471,065;107094849;107094849;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12111;Huesca - VIA;TU - Santa Quiteria - 204 - 66,135;2510;HOYA DE HUESCA-JACA, U;66,135;66,499;204;2 ;BIF. CANFRANC - CANFRANC;Santa Quiteria;En Servicio/Mantenible;No;Santa Quiteria;1;364,;TU - Santa Quiteria - 204 - 66,135;107094502;107094502;022040040;SANTA MARIA Y LA PEÑA-JACA                                                                                                      ;53,594;110,524
12108;Caspe - VIA;TU - Val de Batea  - 210 - 486,872;2400;MIRAFLORES-REUS, U;486,872;486,951;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Val de Batea ;En Servicio/Mantenible;No;Val de Batea ;1;79,;TU - Val de Batea  - 210 - 486,872;107094852;107094852;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12105;Ricla-La Almunia - VIA;TU - de Villanueva - 200 - 268,353;200010;S. FERNANDO-MIRAFLORES, I (G1);268,353;268,53;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Villanueva;En Servicio/Mantenible;No;de Villanueva;1;177,;TU - de Villanueva - 200 - 268,353;107095290;107095290;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
12104;Calatayud - VIA;TU - de los Santos - 200 - 253,456;200010;S. FERNANDO-MIRAFLORES, I (G1);253,456;253,562;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de los Santos;En Servicio/Mantenible;No;de los Santos;1;106,;TU - de los Santos - 200 - 253,456;107094768;107094768;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
