EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Descripción;Obras de paso;Lado;Estado Elemento Inventario;Altura máxima del talud (m);Elemento anterior de infraestructura;Longitud (m);Elemento posterior de infraestructura;Fecha de Modificación;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_98,333-98,51_I;3600;VIC-RIPOLL, U;98,333;98,51;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;20,;(190008352)TER_L222_VIC-RIPOLL, U_98,196-98,294_I;177;(190008355)TER_L222_VIC-RIPOLL, U_98,575-98,61_I;;190008354;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_98,575-98,61_I;3600;VIC-RIPOLL, U;98,575;98,61;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;18,;(190008354)TER_L222_VIC-RIPOLL, U_98,333-98,51_I;35;(190008356)TER_L222_VIC-RIPOLL, U_98,632-98,745_I;;190008355;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
13113;Reus - VIA;TER_L230_REUS-KM 84.896, U_3,2-3,87_I;2905;REUS-KM 84.896, U;3,2;3,87;230;PLANA-PICAMOIXON - REUS;1;Izquierdo;En Servicio/Mantenible;4,;(1016704)PU - REUS-KM 84.896, U - 3,185;670;(1016929)PU - REUS-KM 84.896, U - 3,925;;190023913;022300010;LA PLANA-PICAMOIXONS-REUS                                                                                                       ;0,756;4,555
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_,736-1,052_I;2520;JACA-CANFRANC, U;0,736;1,052;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;9,1;(190031717)TER_L204_JACA-CANFRANC, U_,564-,591_I;316;(190031718)TER_L204_JACA-CANFRANC, U_1,248-1,589_I;27/02/2017;107261734;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_2,92-3,155_I;2520;JACA-CANFRANC, U;2,92;3,155;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;8,4;(190031720)TER_L204_JACA-CANFRANC, U_2,742-2,836_I;235;(107094504)TU  - 2 - JACA-CANFRANC, U - 3,238 - 3,354;;190031721;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_20,2-20,29_I;2520;JACA-CANFRANC, U;20,2;20,29;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;18,;(100016210)PU - JACA-CANFRANC, U - 20,154;90;(107261757)TER_L204_JACA-CANFRANC, U_20,34-20,429_I;;190031737;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_4,443-4,73_I;2520;JACA-CANFRANC, U;4,443;4,73;204;BIF. CANFRANC - CANFRANC;0;Izquierdo;En Servicio/Mantenible;13,;(107207544)DES_L204_JACA-CANFRANC, U_4,358-4,372_I;287;(107094714)TU  - 4 - JACA-CANFRANC, U - 4,818 - 4,872;27/02/2017;107261741;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_5,98-6,072_D;2520;JACA-CANFRANC, U;5,98;6,072;204;BIF. CANFRANC - CANFRANC;1;Derecho;En Servicio/Mantenible;12,;(107261769)TER_L204_JACA-CANFRANC, U_5,87-5,9_D;92;(190031714)TER_L204_JACA-CANFRANC, U_6,085-6,2_D;;190031713;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_5,98-6,072_I;2520;JACA-CANFRANC, U;5,98;6,072;204;BIF. CANFRANC - CANFRANC;1;Izquierdo;En Servicio/Mantenible;13,;(107261743)TER_L204_JACA-CANFRANC, U_5,87-5,9_I;92;(100016200)PU - JACA-CANFRANC, U - 6,123;;190031724;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_6,319-6,61_D;2520;JACA-CANFRANC, U;6,319;6,61;204;BIF. CANFRANC - CANFRANC;0;Derecho;En Servicio/Mantenible;9,5;(100016201)PU - JACA-CANFRANC, U - 6,31;291;(190031715)TER_L204_JACA-CANFRANC, U_6,99-7,095_D;27/02/2017;107261770;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TER_L204_JACA-CANFRANC, U_6,99-7,095_D;2520;JACA-CANFRANC, U;6,99;7,095;204;BIF. CANFRANC - CANFRANC;0;Derecho;En Servicio/Mantenible;8,7;(107261770)TER_L204_JACA-CANFRANC, U_6,319-6,61_D;105;(107094505)TU  - 5 - JACA-CANFRANC, U - 7,964 - 8,393;;190031715;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
13121;Lleida - VIA;TER_L206_LLEIDA-PK. 1,927_,937-1,315_I;2610;LLEIDA-PK. 1,927;0,937;1,315;206;LLEIDA-PIRINEUS-PK. 1,927;1;Izquierdo;En Servicio/Mantenible;3,5;;378;(192015458)TER_L206_LLEIDA-PK. 1,927_1,345-1,927_I;;192015455;022060002;LLEIDA-PIRINEUS-PK. 1.927                                                                                                       ;0,937;1,927
13121;Lleida - VIA;TER_L206_LLEIDA-PK. 1,927_1,02-1,315_D;2610;LLEIDA-PK. 1,927;1,02;1,315;206;LLEIDA-PIRINEUS-PK. 1,927;1;Derecho;En Servicio/Mantenible;3,9;;295;(192015457)TER_L206_LLEIDA-PK. 1,927_1,345-1,877_D;;192015456;022060002;LLEIDA-PIRINEUS-PK. 1.927                                                                                                       ;0,937;1,927
13113;Reus - VIA;TER_L210_REUS-TARRAGONA, I_88,6-88,9_I;2410;REUS-TARRAGONA, I;88,6;88,9;210;MIRAFLORES - SANT VICENÇ DE CALDERS;1;Izquierdo;En Servicio/Mantenible;4,;(107261422)TER_L210_REUS-TARRAGONA, I_87,725-88,58_I;300;(190022544)TER_L210_REUS-TARRAGONA, I_89,19-89,765_I;11/09/2015;107261423;022100125;REUS-BIF. VILA-SECA                                                                                                             ;86,211;93,346
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_273,7-274_D;2700;LERIDA-MANRESA, U;273,7;274,;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;11,4;(107095557)TU  - 5 bis - LERIDA-MANRESA, U - 273,43 - 273,671;300;(107261981)TER_L220_LERIDA-MANRESA, U_274,28-274,422_D;11/09/2015;107261979;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_286-286,4_D;2700;LERIDA-MANRESA, U;286,;286,4;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;16,;(107207886)DES_L220_LERIDA-MANRESA, U_285,69-285,9_D;400;(107262002)TER_L220_LERIDA-MANRESA, U_286,72-286,87_D;13/04/2018;107262001;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_101,13-101,46_I;3600;VIC-RIPOLL, U;101,13;101,46;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;12,;(190008360)TER_L222_VIC-RIPOLL, U_100,457-100,865_I;330;(190008363)TER_L222_VIC-RIPOLL, U_101,535-101,685_I;;190008361;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_103,07-103,17_D;3600;VIC-RIPOLL, U;103,07;103,17;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;6,;(192008361)DES_L222_VIC-RIPOLL, U_102,926-102,996_D;100;(192008362)DES_L222_VIC-RIPOLL, U_103,171-103,32_D;;190008366;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_104,53-104,74_D;3600;VIC-RIPOLL, U;104,53;104,74;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;7,7;(106349559)OPF - VIC-RIPOLL, U - 104,371;210;(192008369)DES_L222_VIC-RIPOLL, U_104,82-104,96_D;08/07/2024;190008372;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_104,53-104,81_I;3600;VIC-RIPOLL, U;104,53;104,81;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;6,;(190008369)TER_L222_VIC-RIPOLL, U_103,744-104,38_I;280;(100015893)PU - VIC-RIPOLL, U - 105;;190008370;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_72,125-72,289_D;3600;VIC-RIPOLL, U;72,125;72,289;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;4,;(106349547)PU - VIC-RIPOLL, U - 72,11;164;(107208461)DES_L222_VIC-RIPOLL, U_72,645-72,775_D;;190008289;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_72,125-72,292_I;3600;VIC-RIPOLL, U;72,125;72,292;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;3,;(106349547)PU - VIC-RIPOLL, U - 72,11;167;(106349548)PU - VIC-RIPOLL, U - 72,8;;190008288;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_74,697-74,832_D;3600;VIC-RIPOLL, U;74,697;74,832;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;2,;(192008290)DES_L222_VIC-RIPOLL, U_74,376-74,492_D;135;(190008295)TER_L222_VIC-RIPOLL, U_75,125-75,377_D;;190008294;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_75,125-75,377_D;3600;VIC-RIPOLL, U;75,125;75,377;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;2,5;(190008294)TER_L222_VIC-RIPOLL, U_74,697-74,832_D;252;(107208488)DES_L222_VIC-RIPOLL, U_75,4-76,5_D;;190008295;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_77,183-77,262_I;3600;VIC-RIPOLL, U;77,183;77,262;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;8,5;(100017655)PU - VIC-RIPOLL, U - 77,08;79;(190008298)TER_L222_VIC-RIPOLL, U_78,105-78,298_I;;190008297;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_78,105-78,298_I;3600;VIC-RIPOLL, U;78,105;78,298;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;2,;(190008297)TER_L222_VIC-RIPOLL, U_77,183-77,262_I;193;(192008291)DES_L222_VIC-RIPOLL, U_78,463-78,635_I;;190008298;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_78,991-79,133_I;3600;VIC-RIPOLL, U;78,991;79,133;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;2,;(192008293)DES_L222_VIC-RIPOLL, U_78,82-78,93_I;142;(107208467)DES_L222_VIC-RIPOLL, U_79,55-79,67_I;;190008300;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_79,608-79,734_D;3600;VIC-RIPOLL, U;79,608;79,734;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;2,5;(190008299)TER_L222_VIC-RIPOLL, U_78,99-79,483_D;126;(1045236)DES_L222_VIC-RIPOLL, U_79,877-79,92_D;;190008301;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_81,785-81,795_I;3600;VIC-RIPOLL, U;81,785;81,795;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;3,9;(106349554)PU - VIC-RIPOLL, U - 81,704;10;(107208471)DES_L222_VIC-RIPOLL, U_81,961-82,4_I;;190008308;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_82,835-83,081_I;3600;VIC-RIPOLL, U;82,835;83,081;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;5,4;(190008310)TER_L222_VIC-RIPOLL, U_82,471-82,72_I;246;(192008296)DES_L222_VIC-RIPOLL, U_83,38-83,476_I;;190008312;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_83,505-83,642_I;3600;VIC-RIPOLL, U;83,505;83,642;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;5,;(192008296)DES_L222_VIC-RIPOLL, U_83,38-83,476_I;137;(857501)PU - VIC-RIPOLL, U - 83,681;;190008314;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14116;Vic - VIA;TER_L222_VIC-RIPOLL, U_85,861-86,035_I;3600;VIC-RIPOLL, U;85,861;86,035;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;4,8;(107208475)DES_L222_VIC-RIPOLL, U_85,325-85,66_I;174;(190008320)TER_L222_VIC-RIPOLL, U_86,12-86,527_I;;190008319;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_87,433-87,699_I;3600;VIC-RIPOLL, U;87,433;87,699;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;7,8;(106349556)PU - VIC-RIPOLL, U - 87,394;266;(192008301)DES_L222_VIC-RIPOLL, U_87,717-88,043_I;;190008323;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_87,447-87,765_D;3600;VIC-RIPOLL, U;87,447;87,765;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;5,4;(192008299)DES_L222_VIC-RIPOLL, U_87,109-87,408_D;318;(192008302)DES_L222_VIC-RIPOLL, U_87,807-88,063_D;;190008324;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_88,927-89,033_I;3600;VIC-RIPOLL, U;88,927;89,033;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;9,;(190008326)TER_L222_VIC-RIPOLL, U_88,47-88,78_I;106;(192008305)DES_L222_VIC-RIPOLL, U_89,074-89,35_I;;190008327;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_89,386-89,471_D;3600;VIC-RIPOLL, U;89,386;89,471;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;5,5;(1044356)DES_L222_VIC-RIPOLL, U_89,08-89,355_D;85;(190008330)TER_L222_VIC-RIPOLL, U_89,703-89,895_D;;190008329;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_89,703-89,895_D;3600;VIC-RIPOLL, U;89,703;89,895;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;7,5;(192008306)DES_L222_VIC-RIPOLL, U_89,471-89,68_D;192;(192008308)DES_L222_VIC-RIPOLL, U_90,115-90,505_D;;190008330;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_90,475-90,752_I;3600;VIC-RIPOLL, U;90,475;90,752;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;8,;(190008328)TER_L222_VIC-RIPOLL, U_89,35-90,115_I;277;(190008333)TER_L222_VIC-RIPOLL, U_90,956-91,378_I;;190008332;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_90,505-90,705_D;3600;VIC-RIPOLL, U;90,505;90,705;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;4,;(190008330)TER_L222_VIC-RIPOLL, U_89,703-89,895_D;200;(192008310)DES_L222_VIC-RIPOLL, U_90,77-90,956_D;;190008331;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_90,956-91,378_I;3600;VIC-RIPOLL, U;90,956;91,378;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Izquierdo;En Servicio/Mantenible;8,;(190008332)TER_L222_VIC-RIPOLL, U_90,475-90,752_I;422;(190008336)TER_L222_VIC-RIPOLL, U_91,492-91,776_I;;190008333;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_91,031-91,201_D;3600;VIC-RIPOLL, U;91,031;91,201;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;3,;(192008310)DES_L222_VIC-RIPOLL, U_90,77-90,956_D;170;(190008335)TER_L222_VIC-RIPOLL, U_91,261-91,462_D;;190008334;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_91,261-91,462_D;3600;VIC-RIPOLL, U;91,261;91,462;222;LA TOUR DE CAROL - BIF. AIGÜES;0;Derecho;En Servicio/Mantenible;3,5;(190008334)TER_L222_VIC-RIPOLL, U_91,031-91,201_D;201;(190008337)TER_L222_VIC-RIPOLL, U_91,596-91,776_D;;190008335;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_91,492-91,776_I;3600;VIC-RIPOLL, U;91,492;91,776;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Izquierdo;En Servicio/Mantenible;11,;(190008333)TER_L222_VIC-RIPOLL, U_90,956-91,378_I;284;(107208479)DES_L222_VIC-RIPOLL, U_91,86-91,9_I;;190008336;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_91,596-91,776_D;3600;VIC-RIPOLL, U;91,596;91,776;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;5,;(190008335)TER_L222_VIC-RIPOLL, U_91,261-91,462_D;180;(107208504)DES_L222_VIC-RIPOLL, U_91,86-91,9_D;;190008337;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14117;Ripoll - VIA;TER_L222_VIC-RIPOLL, U_92,425-92,486_D;3600;VIC-RIPOLL, U;92,425;92,486;222;LA TOUR DE CAROL - BIF. AIGÜES;1;Derecho;En Servicio/Mantenible;13,3;(192008319)DES_L222_VIC-RIPOLL, U_92,33-92,398_D;61;(190008338)TER_L222_VIC-RIPOLL, U_92,62-92,956_D;;190008373;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
